id,item,conditions,sharpness,relevant_property,combination,human_slider
41,6,zrdc,sharp,second,dimension_color,1.0
41,22,zrdc,sharp,second,dimension_color,1.0
42,4,brdc,blurred,both,dimension_color,0.9900000095367432
42,26,erdc,blurred,first,dimension_color,0.9700000286102295
42,26,zrdc,blurred,second,dimension_color,0.9599999785423279
42,12,brdc,blurred,both,dimension_color,0.9800000190734863
42,7,brdc,blurred,both,dimension_color,0.8999999761581421
42,15,erdc,blurred,first,dimension_color,0.9399999976158142
42,15,brdc,blurred,both,dimension_color,0.03999999910593033
42,4,erdc,blurred,first,dimension_color,0.9599999785423279
42,18,brdc,blurred,both,dimension_color,0.07999999821186066
42,7,zrdc,blurred,second,dimension_color,0.10000000149011612
42,4,zrdc,blurred,second,dimension_color,0.8399999737739563
42,1,brdc,blurred,both,dimension_color,0.029999999329447746
42,1,zrdc,blurred,second,dimension_color,0.05000000074505806
42,12,zrdc,blurred,second,dimension_color,0.1899999976158142
42,18,erdc,blurred,first,dimension_color,0.8700000047683716
42,20,zrdc,blurred,second,dimension_color,0.12999999523162842
42,20,brdc,blurred,both,dimension_color,0.15000000596046448
42,26,brdc,blurred,both,dimension_color,0.17000000178813934
42,18,zrdc,blurred,second,dimension_color,0.8600000143051147
42,7,erdc,blurred,first,dimension_color,0.09000000357627869
42,23,zrdc,blurred,second,dimension_color,0.14000000059604645
42,15,zrdc,blurred,second,dimension_color,0.2199999988079071
42,12,erdc,blurred,first,dimension_color,0.949999988079071
43,2,zrdc,sharp,second,dimension_color,1.0
43,21,erdc,sharp,first,dimension_color,1.0
43,2,erdc,sharp,first,dimension_color,1.0
43,8,zrdc,sharp,second,dimension_color,1.0
43,27,erdc,sharp,first,dimension_color,1.0
43,5,brdc,sharp,both,dimension_color,1.0
43,16,zrdc,sharp,second,dimension_color,0.0
43,24,brdc,sharp,both,dimension_color,0.0
43,5,zrdc,sharp,second,dimension_color,1.0
43,8,brdc,sharp,both,dimension_color,1.0
43,5,erdc,sharp,first,dimension_color,1.0
43,10,brdc,sharp,both,dimension_color,1.0
43,13,brdc,sharp,both,dimension_color,1.0
43,24,zrdc,sharp,second,dimension_color,1.0
43,16,erdc,sharp,first,dimension_color,1.0
43,13,zrdc,sharp,second,dimension_color,1.0
43,27,zrdc,sharp,second,dimension_color,1.0
43,10,zrdc,sharp,second,dimension_color,1.0
43,13,erdc,sharp,first,dimension_color,1.0
43,21,zrdc,sharp,second,dimension_color,1.0
43,16,brdc,sharp,both,dimension_color,1.0
43,8,erdc,sharp,first,dimension_color,1.0
43,27,brdc,sharp,both,dimension_color,1.0
43,10,erdc,sharp,first,dimension_color,1.0
43,24,erdc,sharp,first,dimension_color,1.0
43,21,brdc,sharp,both,dimension_color,1.0
43,2,brdc,sharp,both,dimension_color,1.0
44,12,zrdc,blurred,second,dimension_color,0.0
44,1,brdc,blurred,both,dimension_color,1.0
44,18,zrdc,blurred,second,dimension_color,1.0
44,1,zrdc,blurred,second,dimension_color,0.0
44,26,zrdc,blurred,second,dimension_color,0.0
44,20,zrdc,blurred,second,dimension_color,0.0
44,4,erdc,blurred,first,dimension_color,1.0
44,23,zrdc,blurred,second,dimension_color,0.0
44,7,brdc,blurred,both,dimension_color,0.0
44,26,brdc,blurred,both,dimension_color,1.0
44,15,zrdc,blurred,second,dimension_color,1.0
44,4,brdc,blurred,both,dimension_color,1.0
44,20,brdc,blurred,both,dimension_color,1.0
44,12,brdc,blurred,both,dimension_color,1.0
44,18,brdc,blurred,both,dimension_color,1.0
44,1,erdc,blurred,first,dimension_color,1.0
44,7,erdc,blurred,first,dimension_color,1.0
44,15,brdc,blurred,both,dimension_color,1.0
44,15,erdc,blurred,first,dimension_color,1.0
44,7,zrdc,blurred,second,dimension_color,1.0
44,23,erdc,blurred,first,dimension_color,1.0
44,4,zrdc,blurred,second,dimension_color,0.0
44,12,erdc,blurred,first,dimension_color,0.0
44,18,erdc,blurred,first,dimension_color,1.0
44,23,brdc,blurred,both,dimension_color,1.0
44,26,erdc,blurred,first,dimension_color,1.0
45,3,zrdc,sharp,second,dimension_color,0.8700000047683716
45,17,brdc,sharp,both,dimension_color,0.8500000238418579
45,19,zrdc,sharp,second,dimension_color,0.8799999952316284
45,9,erdc,sharp,first,dimension_color,0.8199999928474426
45,9,brdc,sharp,both,dimension_color,0.8600000143051147
45,6,zrdc,sharp,second,dimension_color,0.9200000166893005
45,25,brdc,sharp,both,dimension_color,0.8600000143051147
45,11,erdc,sharp,first,dimension_color,0.8600000143051147
45,22,erdc,sharp,first,dimension_color,0.800000011920929
45,19,erdc,sharp,first,dimension_color,0.8799999952316284
45,22,brdc,sharp,both,dimension_color,0.8500000238418579
45,25,zrdc,sharp,second,dimension_color,0.8100000023841858
45,14,zrdc,sharp,second,dimension_color,0.8299999833106995
45,11,zrdc,sharp,second,dimension_color,0.8299999833106995
45,6,brdc,sharp,both,dimension_color,0.8199999928474426
45,17,zrdc,sharp,second,dimension_color,0.800000011920929
45,11,brdc,sharp,both,dimension_color,0.8799999952316284
45,22,zrdc,sharp,second,dimension_color,0.8600000143051147
45,3,brdc,sharp,both,dimension_color,0.8600000143051147
45,17,erdc,sharp,first,dimension_color,0.8700000047683716
45,25,erdc,sharp,first,dimension_color,0.8700000047683716
45,9,zrdc,sharp,second,dimension_color,0.9300000071525574
45,14,erdc,sharp,first,dimension_color,0.9800000190734863
45,6,erdc,sharp,first,dimension_color,0.9700000286102295
45,3,erdc,sharp,first,dimension_color,0.9399999976158142
45,19,brdc,sharp,both,dimension_color,0.949999988079071
45,14,brdc,sharp,both,dimension_color,0.9100000262260437
46,21,brdc,blurred,both,dimension_color,0.8199999928474426
46,24,brdc,blurred,both,dimension_color,0.949999988079071
46,8,erdc,blurred,first,dimension_color,0.949999988079071
46,2,brdc,blurred,both,dimension_color,0.9200000166893005
46,16,brdc,blurred,both,dimension_color,0.9800000190734863
46,27,zrdc,blurred,second,dimension_color,0.9700000286102295
46,24,erdc,blurred,first,dimension_color,0.9900000095367432
46,10,brdc,blurred,both,dimension_color,0.9700000286102295
46,13,zrdc,blurred,second,dimension_color,0.9800000190734863
46,10,zrdc,blurred,second,dimension_color,0.9800000190734863
46,5,zrdc,blurred,second,dimension_color,0.9800000190734863
46,27,erdc,blurred,first,dimension_color,0.9800000190734863
46,5,erdc,blurred,first,dimension_color,0.9700000286102295
46,16,zrdc,blurred,second,dimension_color,0.949999988079071
46,21,erdc,blurred,first,dimension_color,0.9700000286102295
46,2,zrdc,blurred,second,dimension_color,0.9800000190734863
46,24,zrdc,blurred,second,dimension_color,0.9900000095367432
46,8,brdc,blurred,both,dimension_color,0.9800000190734863
46,13,erdc,blurred,first,dimension_color,0.9599999785423279
46,10,erdc,blurred,first,dimension_color,0.9800000190734863
46,27,brdc,blurred,both,dimension_color,0.9700000286102295
46,13,brdc,blurred,both,dimension_color,0.9800000190734863
46,16,erdc,blurred,first,dimension_color,0.029999999329447746
46,8,zrdc,blurred,second,dimension_color,0.9700000286102295
46,5,brdc,blurred,both,dimension_color,0.949999988079071
46,2,erdc,blurred,first,dimension_color,0.029999999329447746
46,21,zrdc,blurred,second,dimension_color,0.10000000149011612
47,25,erdc,sharp,first,dimension_color,0.5
47,6,zrdc,sharp,second,dimension_color,0.5
47,22,erdc,sharp,first,dimension_color,0.5
47,9,brdc,sharp,both,dimension_color,0.5099999904632568
47,19,zrdc,sharp,second,dimension_color,0.5
47,11,brdc,sharp,both,dimension_color,0.5
47,14,zrdc,sharp,second,dimension_color,0.5
47,14,erdc,sharp,first,dimension_color,0.5
47,17,brdc,sharp,both,dimension_color,0.5
47,3,zrdc,sharp,second,dimension_color,0.5
47,6,brdc,sharp,both,dimension_color,0.5
47,11,erdc,sharp,first,dimension_color,0.5
47,19,erdc,sharp,first,dimension_color,0.5
47,9,erdc,sharp,first,dimension_color,0.5
47,25,zrdc,sharp,second,dimension_color,0.5
47,3,erdc,sharp,first,dimension_color,0.5
47,14,brdc,sharp,both,dimension_color,0.5
47,22,zrdc,sharp,second,dimension_color,0.5
47,9,zrdc,sharp,second,dimension_color,0.5299999713897705
47,6,erdc,sharp,first,dimension_color,0.5
47,11,zrdc,sharp,second,dimension_color,0.5
47,22,brdc,sharp,both,dimension_color,0.5
47,19,brdc,sharp,both,dimension_color,0.5
47,17,zrdc,sharp,second,dimension_color,0.5
47,17,erdc,sharp,first,dimension_color,0.5
47,3,brdc,sharp,both,dimension_color,0.5
47,25,brdc,sharp,both,dimension_color,0.5
48,15,brdc,blurred,both,dimension_color,1.0
48,23,brdc,blurred,both,dimension_color,1.0
48,23,zrdc,blurred,second,dimension_color,0.9800000190734863
48,26,zrdc,blurred,second,dimension_color,1.0
48,26,brdc,blurred,both,dimension_color,1.0
48,20,zrdc,blurred,second,dimension_color,1.0
48,1,brdc,blurred,both,dimension_color,1.0
48,1,zrdc,blurred,second,dimension_color,1.0
48,7,zrdc,blurred,second,dimension_color,1.0
48,12,zrdc,blurred,second,dimension_color,1.0
48,15,zrdc,blurred,second,dimension_color,1.0
48,7,erdc,blurred,first,dimension_color,1.0
48,4,brdc,blurred,both,dimension_color,1.0
48,15,erdc,blurred,first,dimension_color,1.0
48,7,brdc,blurred,both,dimension_color,1.0
48,12,erdc,blurred,first,dimension_color,1.0
48,1,erdc,blurred,first,dimension_color,1.0
48,18,brdc,blurred,both,dimension_color,1.0
48,18,erdc,blurred,first,dimension_color,1.0
48,4,erdc,blurred,first,dimension_color,1.0
48,20,brdc,blurred,both,dimension_color,1.0
48,12,brdc,blurred,both,dimension_color,1.0
48,18,zrdc,blurred,second,dimension_color,1.0
49,17,erdc,sharp,first,dimension_color,0.8899999856948853
49,11,brdc,sharp,both,dimension_color,0.8100000023841858
49,14,erdc,sharp,first,dimension_color,0.8500000238418579
49,22,brdc,sharp,both,dimension_color,0.8899999856948853
49,3,zrdc,sharp,second,dimension_color,0.8799999952316284
49,3,brdc,sharp,both,dimension_color,0.9800000190734863
49,6,brdc,sharp,both,dimension_color,1.0
49,25,brdc,sharp,both,dimension_color,0.9200000166893005
49,9,brdc,sharp,both,dimension_color,0.800000011920929
49,14,brdc,sharp,both,dimension_color,1.0
49,19,zrdc,sharp,second,dimension_color,1.0
49,25,zrdc,sharp,second,dimension_color,0.8899999856948853
49,3,erdc,sharp,first,dimension_color,1.0
49,11,zrdc,sharp,second,dimension_color,0.8799999952316284
49,25,erdc,sharp,first,dimension_color,1.0
49,9,zrdc,sharp,second,dimension_color,1.0
49,22,erdc,sharp,first,dimension_color,1.0
49,6,zrdc,sharp,second,dimension_color,0.8899999856948853
49,11,erdc,sharp,first,dimension_color,0.8299999833106995
49,14,zrdc,sharp,second,dimension_color,0.8299999833106995
49,17,zrdc,sharp,second,dimension_color,0.9100000262260437
49,22,zrdc,sharp,second,dimension_color,0.09000000357627869
49,9,erdc,sharp,first,dimension_color,0.8999999761581421
49,17,brdc,sharp,both,dimension_color,0.9200000166893005
49,19,erdc,sharp,first,dimension_color,0.8899999856948853
49,6,erdc,sharp,first,dimension_color,0.8899999856948853
49,19,brdc,sharp,both,dimension_color,0.75
50,6,zrdc,sharp,second,dimension_color,0.5
50,9,brdc,sharp,both,dimension_color,0.5
50,11,brdc,sharp,both,dimension_color,0.5
50,11,erdc,sharp,first,dimension_color,0.5
50,22,erdc,sharp,first,dimension_color,0.5
50,19,erdc,sharp,first,dimension_color,0.5
50,25,erdc,sharp,first,dimension_color,0.5
50,9,zrdc,sharp,second,dimension_color,0.5
50,9,erdc,sharp,first,dimension_color,0.5
50,6,brdc,sharp,both,dimension_color,0.5
50,14,erdc,sharp,first,dimension_color,0.5
50,19,brdc,sharp,both,dimension_color,0.5
50,3,zrdc,sharp,second,dimension_color,0.5
50,14,brdc,sharp,both,dimension_color,0.5
50,6,erdc,sharp,first,dimension_color,0.5
50,22,brdc,sharp,both,dimension_color,0.5
50,17,erdc,sharp,first,dimension_color,0.5
50,17,zrdc,sharp,second,dimension_color,0.5
50,25,brdc,sharp,both,dimension_color,0.5199999809265137
50,11,zrdc,sharp,second,dimension_color,0.5
50,22,zrdc,sharp,second,dimension_color,0.5
50,14,zrdc,sharp,second,dimension_color,0.5
50,17,brdc,sharp,both,dimension_color,0.5
50,19,zrdc,sharp,second,dimension_color,0.5
50,3,erdc,sharp,first,dimension_color,0.5
50,3,brdc,sharp,both,dimension_color,0.5
50,25,zrdc,sharp,second,dimension_color,0.5
51,4,erdc,sharp,first,dimension_color,1.0
51,18,zrdc,sharp,second,dimension_color,1.0
51,15,zrdc,sharp,second,dimension_color,0.0
51,20,zrdc,sharp,second,dimension_color,1.0
51,12,erdc,sharp,first,dimension_color,0.009999999776482582
51,12,zrdc,sharp,second,dimension_color,1.0
51,23,erdc,sharp,first,dimension_color,1.0
51,15,erdc,sharp,first,dimension_color,1.0
51,26,brdc,sharp,both,dimension_color,1.0
51,1,zrdc,sharp,second,dimension_color,0.029999999329447746
51,12,brdc,sharp,both,dimension_color,0.949999988079071
51,23,brdc,sharp,both,dimension_color,0.9700000286102295
51,7,erdc,sharp,first,dimension_color,0.9800000190734863
51,26,zrdc,sharp,second,dimension_color,0.03999999910593033
51,4,zrdc,sharp,second,dimension_color,0.019999999552965164
51,4,brdc,sharp,both,dimension_color,0.009999999776482582
51,20,brdc,sharp,both,dimension_color,0.9900000095367432
51,23,zrdc,sharp,second,dimension_color,0.029999999329447746
51,26,erdc,sharp,first,dimension_color,0.9800000190734863
51,20,erdc,sharp,first,dimension_color,0.9700000286102295
51,18,erdc,sharp,first,dimension_color,0.9599999785423279
51,7,brdc,sharp,both,dimension_color,0.9800000190734863
51,18,brdc,sharp,both,dimension_color,0.9800000190734863
51,1,brdc,sharp,both,dimension_color,0.9800000190734863
51,7,zrdc,sharp,second,dimension_color,0.009999999776482582
51,15,brdc,sharp,both,dimension_color,0.9900000095367432
51,1,erdc,sharp,first,dimension_color,0.9599999785423279
52,10,brdc,sharp,both,dimension_color,0.8100000023841858
52,16,zrdc,sharp,second,dimension_color,0.7200000286102295
52,27,erdc,sharp,first,dimension_color,0.800000011920929
52,13,brdc,sharp,both,dimension_color,0.03999999910593033
52,21,zrdc,sharp,second,dimension_color,0.5
52,2,zrdc,sharp,second,dimension_color,0.5
52,13,zrdc,sharp,second,dimension_color,0.11999999731779099
52,8,zrdc,sharp,second,dimension_color,0.5
52,24,zrdc,sharp,second,dimension_color,0.30000001192092896
52,21,brdc,sharp,both,dimension_color,0.5
52,21,erdc,sharp,first,dimension_color,0.8199999928474426
52,5,brdc,sharp,both,dimension_color,0.7699999809265137
52,13,erdc,sharp,first,dimension_color,0.5
52,5,erdc,sharp,first,dimension_color,0.7099999785423279
52,24,erdc,sharp,first,dimension_color,0.8999999761581421
52,16,erdc,sharp,first,dimension_color,0.9800000190734863
52,27,zrdc,sharp,second,dimension_color,0.2800000011920929
52,24,brdc,sharp,both,dimension_color,0.7599999904632568
52,8,erdc,sharp,first,dimension_color,0.9800000190734863
52,8,brdc,sharp,both,dimension_color,0.7699999809265137
52,2,brdc,sharp,both,dimension_color,0.14000000059604645
52,10,zrdc,sharp,second,dimension_color,0.14000000059604645
52,2,erdc,sharp,first,dimension_color,0.6399999856948853
52,27,brdc,sharp,both,dimension_color,0.5
52,10,erdc,sharp,first,dimension_color,0.9800000190734863
53,10,erdc,sharp,first,dimension_color,0.9800000190734863
53,5,brdc,sharp,both,dimension_color,0.9700000286102295
53,27,zrdc,sharp,second,dimension_color,0.9700000286102295
53,24,zrdc,sharp,second,dimension_color,0.8899999856948853
53,5,zrdc,sharp,second,dimension_color,0.949999988079071
53,13,zrdc,sharp,second,dimension_color,0.9700000286102295
53,8,brdc,sharp,both,dimension_color,0.8799999952316284
53,5,erdc,sharp,first,dimension_color,0.9100000262260437
53,27,brdc,sharp,both,dimension_color,0.8899999856948853
53,24,erdc,sharp,first,dimension_color,0.9399999976158142
53,13,brdc,sharp,both,dimension_color,0.8999999761581421
53,21,brdc,sharp,both,dimension_color,0.949999988079071
53,10,brdc,sharp,both,dimension_color,0.9200000166893005
53,16,erdc,sharp,first,dimension_color,0.9200000166893005
53,2,brdc,sharp,both,dimension_color,0.949999988079071
53,2,erdc,sharp,first,dimension_color,0.9700000286102295
53,27,erdc,sharp,first,dimension_color,0.9800000190734863
53,2,zrdc,sharp,second,dimension_color,0.9700000286102295
53,13,erdc,sharp,first,dimension_color,0.9800000190734863
53,16,brdc,sharp,both,dimension_color,0.9399999976158142
53,24,brdc,sharp,both,dimension_color,0.9399999976158142
53,8,erdc,sharp,first,dimension_color,0.9700000286102295
53,21,erdc,sharp,first,dimension_color,0.9399999976158142
53,10,zrdc,sharp,second,dimension_color,0.9900000095367432
53,16,zrdc,sharp,second,dimension_color,0.9300000071525574
53,21,zrdc,sharp,second,dimension_color,0.9700000286102295
53,8,zrdc,sharp,second,dimension_color,0.03999999910593033
54,21,brdc,sharp,both,dimension_color,1.0
54,8,erdc,sharp,first,dimension_color,1.0
54,10,zrdc,sharp,second,dimension_color,0.0
54,27,brdc,sharp,both,dimension_color,0.0
54,27,zrdc,sharp,second,dimension_color,0.0
54,5,zrdc,sharp,second,dimension_color,0.0
54,21,erdc,sharp,first,dimension_color,1.0
54,16,zrdc,sharp,second,dimension_color,0.0
54,21,zrdc,sharp,second,dimension_color,0.0
54,2,erdc,sharp,first,dimension_color,1.0
54,24,erdc,sharp,first,dimension_color,1.0
54,2,brdc,sharp,both,dimension_color,0.0
54,13,zrdc,sharp,second,dimension_color,0.0
54,10,brdc,sharp,both,dimension_color,1.0
54,24,brdc,sharp,both,dimension_color,0.0
54,16,erdc,sharp,first,dimension_color,1.0
54,24,zrdc,sharp,second,dimension_color,0.0
54,8,zrdc,sharp,second,dimension_color,0.0
54,27,erdc,sharp,first,dimension_color,1.0
54,10,erdc,sharp,first,dimension_color,1.0
54,13,brdc,sharp,both,dimension_color,0.4699999988079071
54,2,zrdc,sharp,second,dimension_color,0.0
54,5,erdc,sharp,first,dimension_color,1.0
54,16,brdc,sharp,both,dimension_color,1.0
54,8,brdc,sharp,both,dimension_color,0.0
54,5,brdc,sharp,both,dimension_color,0.699999988079071
54,13,erdc,sharp,first,dimension_color,0.0
55,16,erdc,blurred,first,dimension_color,0.9200000166893005
55,10,zrdc,blurred,second,dimension_color,0.9700000286102295
55,8,brdc,blurred,both,dimension_color,0.8399999737739563
55,27,erdc,blurred,first,dimension_color,0.8700000047683716
55,13,brdc,blurred,both,dimension_color,0.8500000238418579
55,2,zrdc,blurred,second,dimension_color,0.0
55,24,erdc,blurred,first,dimension_color,1.0
55,10,erdc,blurred,first,dimension_color,0.6200000047683716
55,16,brdc,blurred,both,dimension_color,1.0
55,10,brdc,blurred,both,dimension_color,1.0
55,5,zrdc,blurred,second,dimension_color,0.0
55,27,zrdc,blurred,second,dimension_color,0.009999999776482582
55,13,erdc,blurred,first,dimension_color,1.0
55,24,zrdc,blurred,second,dimension_color,1.0
55,5,erdc,blurred,first,dimension_color,0.9200000166893005
55,24,brdc,blurred,both,dimension_color,0.8199999928474426
55,8,erdc,blurred,first,dimension_color,0.9100000262260437
55,5,brdc,blurred,both,dimension_color,0.7799999713897705
55,21,erdc,blurred,first,dimension_color,1.0
55,21,zrdc,blurred,second,dimension_color,0.0
55,27,brdc,blurred,both,dimension_color,0.75
55,13,zrdc,blurred,second,dimension_color,1.0
55,16,zrdc,blurred,second,dimension_color,0.9599999785423279
55,21,brdc,blurred,both,dimension_color,0.7599999904632568
55,8,zrdc,blurred,second,dimension_color,0.12999999523162842
55,2,brdc,blurred,both,dimension_color,0.8199999928474426
56,26,erdc,sharp,first,dimension_color,0.8199999928474426
56,20,brdc,sharp,both,dimension_color,0.7799999713897705
56,15,zrdc,sharp,second,dimension_color,0.8799999952316284
56,7,erdc,sharp,first,dimension_color,0.8299999833106995
56,1,erdc,sharp,first,dimension_color,0.9200000166893005
56,23,brdc,sharp,both,dimension_color,0.8799999952316284
56,23,zrdc,sharp,second,dimension_color,0.8600000143051147
56,20,zrdc,sharp,second,dimension_color,0.9100000262260437
56,20,erdc,sharp,first,dimension_color,0.8899999856948853
56,18,brdc,sharp,both,dimension_color,0.8899999856948853
56,4,brdc,sharp,both,dimension_color,0.9100000262260437
56,4,erdc,sharp,first,dimension_color,0.8999999761581421
56,4,zrdc,sharp,second,dimension_color,0.9599999785423279
56,18,zrdc,sharp,second,dimension_color,0.9300000071525574
56,15,brdc,sharp,both,dimension_color,0.8799999952316284
56,15,erdc,sharp,first,dimension_color,0.9100000262260437
56,1,zrdc,sharp,second,dimension_color,0.9100000262260437
56,12,brdc,sharp,both,dimension_color,0.949999988079071
56,7,brdc,sharp,both,dimension_color,0.9300000071525574
56,26,zrdc,sharp,second,dimension_color,0.9200000166893005
56,23,erdc,sharp,first,dimension_color,0.8999999761581421
56,12,zrdc,sharp,second,dimension_color,0.8899999856948853
56,18,erdc,sharp,first,dimension_color,0.8999999761581421
56,26,brdc,sharp,both,dimension_color,0.9399999976158142
56,12,erdc,sharp,first,dimension_color,0.9100000262260437
56,7,zrdc,sharp,second,dimension_color,0.9100000262260437
56,1,brdc,sharp,both,dimension_color,0.9100000262260437
57,1,zrdc,sharp,second,dimension_color,0.3199999928474426
57,12,zrdc,sharp,second,dimension_color,0.2199999988079071
57,1,brdc,sharp,both,dimension_color,0.20999999344348907
57,18,zrdc,sharp,second,dimension_color,0.23000000417232513
57,7,zrdc,sharp,second,dimension_color,0.1599999964237213
57,20,brdc,sharp,both,dimension_color,0.7099999785423279
57,23,zrdc,sharp,second,dimension_color,0.27000001072883606
57,20,erdc,sharp,first,dimension_color,0.8199999928474426
57,15,erdc,sharp,first,dimension_color,0.800000011920929
57,4,erdc,sharp,first,dimension_color,0.12999999523162842
57,12,erdc,sharp,first,dimension_color,0.25
57,18,brdc,sharp,both,dimension_color,0.1899999976158142
57,18,erdc,sharp,first,dimension_color,0.20000000298023224
57,26,erdc,sharp,first,dimension_color,0.8600000143051147
57,26,zrdc,sharp,second,dimension_color,0.0
57,15,zrdc,sharp,second,dimension_color,0.05000000074505806
57,15,brdc,sharp,both,dimension_color,0.0
57,20,zrdc,sharp,second,dimension_color,0.0
57,1,erdc,sharp,first,dimension_color,0.9800000190734863
57,4,zrdc,sharp,second,dimension_color,0.0
57,26,brdc,sharp,both,dimension_color,0.20000000298023224
57,7,brdc,sharp,both,dimension_color,0.10000000149011612
57,23,erdc,sharp,first,dimension_color,0.8799999952316284
57,12,brdc,sharp,both,dimension_color,1.0
57,7,erdc,sharp,first,dimension_color,0.0
57,4,brdc,sharp,both,dimension_color,0.0
57,23,brdc,sharp,both,dimension_color,1.0
58,8,zrdc,blurred,second,dimension_color,0.019999999552965164
58,8,erdc,blurred,first,dimension_color,0.949999988079071
58,24,brdc,blurred,both,dimension_color,0.10999999940395355
58,10,brdc,blurred,both,dimension_color,0.3199999928474426
58,16,erdc,blurred,first,dimension_color,0.699999988079071
58,10,zrdc,blurred,second,dimension_color,0.7400000095367432
58,2,zrdc,blurred,second,dimension_color,0.23000000417232513
58,21,brdc,blurred,both,dimension_color,0.8799999952316284
58,10,erdc,blurred,first,dimension_color,0.8500000238418579
58,27,zrdc,blurred,second,dimension_color,0.0
58,13,brdc,blurred,both,dimension_color,0.6100000143051147
58,8,brdc,blurred,both,dimension_color,0.7799999713897705
58,13,erdc,blurred,first,dimension_color,0.8799999952316284
58,24,zrdc,blurred,second,dimension_color,0.10000000149011612
58,16,brdc,blurred,both,dimension_color,1.0
58,24,erdc,blurred,first,dimension_color,0.9800000190734863
58,16,zrdc,blurred,second,dimension_color,0.20999999344348907
58,5,zrdc,blurred,second,dimension_color,0.3400000035762787
58,5,brdc,blurred,both,dimension_color,0.38999998569488525
58,13,zrdc,blurred,second,dimension_color,0.09000000357627869
58,2,erdc,blurred,first,dimension_color,0.75
58,21,erdc,blurred,first,dimension_color,0.75
58,5,erdc,blurred,first,dimension_color,0.6700000166893005
58,21,zrdc,blurred,second,dimension_color,0.0
58,27,brdc,blurred,both,dimension_color,0.3499999940395355
58,27,erdc,blurred,first,dimension_color,0.0
59,13,zrdc,blurred,second,dimension_color,0.9800000190734863
59,2,zrdc,blurred,second,dimension_color,0.9599999785423279
59,16,zrdc,blurred,second,dimension_color,0.9700000286102295
59,2,brdc,blurred,both,dimension_color,0.9800000190734863
59,10,erdc,blurred,first,dimension_color,0.9599999785423279
59,13,brdc,blurred,both,dimension_color,0.9700000286102295
59,8,brdc,blurred,both,dimension_color,0.9700000286102295
59,21,zrdc,blurred,second,dimension_color,0.9800000190734863
59,5,brdc,blurred,both,dimension_color,0.9700000286102295
59,24,zrdc,blurred,second,dimension_color,0.9599999785423279
59,10,brdc,blurred,both,dimension_color,0.9800000190734863
59,2,erdc,blurred,first,dimension_color,0.9900000095367432
59,27,erdc,blurred,first,dimension_color,0.9700000286102295
59,10,zrdc,blurred,second,dimension_color,0.9700000286102295
59,24,brdc,blurred,both,dimension_color,0.9900000095367432
59,21,brdc,blurred,both,dimension_color,0.9700000286102295
59,27,brdc,blurred,both,dimension_color,0.9800000190734863
59,21,erdc,blurred,first,dimension_color,0.9800000190734863
59,16,erdc,blurred,first,dimension_color,0.9900000095367432
59,16,brdc,blurred,both,dimension_color,0.9800000190734863
59,24,erdc,blurred,first,dimension_color,0.9700000286102295
59,5,zrdc,blurred,second,dimension_color,0.9700000286102295
59,8,zrdc,blurred,second,dimension_color,0.9700000286102295
59,27,zrdc,blurred,second,dimension_color,0.9900000095367432
59,8,erdc,blurred,first,dimension_color,0.9800000190734863
59,13,erdc,blurred,first,dimension_color,0.9900000095367432
60,24,brdc,sharp,both,dimension_color,0.9700000286102295
60,16,erdc,sharp,first,dimension_color,0.9599999785423279
60,5,erdc,sharp,first,dimension_color,1.0
60,10,erdc,sharp,first,dimension_color,0.9900000095367432
60,16,zrdc,sharp,second,dimension_color,0.009999999776482582
60,16,brdc,sharp,both,dimension_color,0.009999999776482582
60,10,brdc,sharp,both,dimension_color,0.9800000190734863
60,10,zrdc,sharp,second,dimension_color,0.0
60,13,brdc,sharp,both,dimension_color,0.009999999776482582
60,13,erdc,sharp,first,dimension_color,0.9800000190734863
60,24,zrdc,sharp,second,dimension_color,0.009999999776482582
60,2,brdc,sharp,both,dimension_color,0.019999999552965164
60,2,erdc,sharp,first,dimension_color,0.9900000095367432
60,27,brdc,sharp,both,dimension_color,0.009999999776482582
60,8,zrdc,sharp,second,dimension_color,0.019999999552965164
60,27,zrdc,sharp,second,dimension_color,0.019999999552965164
60,27,erdc,sharp,first,dimension_color,0.019999999552965164
60,24,erdc,sharp,first,dimension_color,0.9800000190734863
60,8,brdc,sharp,both,dimension_color,0.019999999552965164
60,5,brdc,sharp,both,dimension_color,0.009999999776482582
60,21,zrdc,sharp,second,dimension_color,0.019999999552965164
60,2,zrdc,sharp,second,dimension_color,0.009999999776482582
60,8,erdc,sharp,first,dimension_color,0.9800000190734863
60,13,zrdc,sharp,second,dimension_color,0.0
60,5,zrdc,sharp,second,dimension_color,0.0
60,21,brdc,sharp,both,dimension_color,0.009999999776482582
60,21,erdc,sharp,first,dimension_color,0.9800000190734863
61,8,zrdc,sharp,second,dimension_color,0.0
61,16,erdc,sharp,first,dimension_color,1.0
61,5,brdc,sharp,both,dimension_color,0.0
61,24,erdc,sharp,first,dimension_color,1.0
61,10,zrdc,sharp,second,dimension_color,0.0
61,13,brdc,sharp,both,dimension_color,1.0
61,8,erdc,sharp,first,dimension_color,1.0
61,2,brdc,sharp,both,dimension_color,1.0
61,5,zrdc,sharp,second,dimension_color,0.0
61,27,brdc,sharp,both,dimension_color,0.0
61,24,brdc,sharp,both,dimension_color,0.0
61,13,zrdc,sharp,second,dimension_color,0.0
61,21,zrdc,sharp,second,dimension_color,0.0
