item,conditions,list,trials,size_A,size_B,size_C,size_D,size_E,size_F,color_A,color_B,color_C,color_D,color_E,color_F,form_A,form_B,form_C,form_D,form_E,form_F,sharpness,prefer_first_1st,combination,relevant_property
21,zrdc,5.0,8.0,9.0,10.0,10.0,9.0,10.0,3.0,black,green,green,green,green,green,quadrat,diamond,diamond,star,quadrat,circle,blurred,0,dimension_color,second
23,zrdf,5.0,9.0,9.0,9.0,9.0,9.0,9.0,5.0,blue,green,green,green,blue,brown,star,quadrat,quadrat,quadrat,quadrat,quadrat,blurred,12,dimension_form,second
27,brdc,5.0,2.0,10.0,10.0,1.0,6.0,10.0,5.0,brown,green,brown,brown,green,green,diamond,quadrat,triangle,heart,diamond,quadrat,blurred,35,dimension_color,both
2,brdc,5.0,2.0,9.0,9.0,4.0,3.0,10.0,2.0,brown,grey,brown,brown,grey,grey,circle,quadrat,star,heart,circle,circle,blurred,-1,dimension_color,both
7,brdf,5.0,3.0,10.0,10.0,3.0,5.0,10.0,4.0,grey,blue,orange,blue,orange,orange,triangle,quadrat,triangle,triangle,quadrat,quadrat,blurred,79,dimension_form,both
27,erdc,5.0,5.0,9.0,2.0,5.0,5.0,2.0,1.0,green,green,green,green,green,brown,heart,star,diamond,circle,quadrat,quadrat,blurred,0,dimension_color,first
24,brdc,2.0,2.0,10.0,9.0,1.0,2.0,10.0,1.0,green,blue,green,green,blue,blue,star,heart,star,circle,quadrat,quadrat,sharp,97,dimension_color,both
7,zrdf,2.0,9.0,9.0,10.0,10.0,10.0,9.0,1.0,blue,brown,orange,grey,black,brown,triangle,quadrat,quadrat,quadrat,quadrat,quadrat,sharp,0,dimension_form,second
16,erdc,2.0,5.0,9.0,1.0,1.0,3.0,2.0,2.0,grey,grey,grey,grey,grey,blue,diamond,diamond,diamond,quadrat,diamond,quadrat,sharp,96,dimension_color,first
26,brdf,2.0,3.0,9.0,10.0,1.0,1.0,10.0,1.0,green,grey,brown,brown,brown,blue,diamond,star,diamond,diamond,star,star,sharp,3,dimension_form,both
5,erdc,2.0,5.0,10.0,1.0,3.0,1.0,2.0,3.0,grey,grey,grey,grey,grey,black,heart,diamond,triangle,circle,heart,circle,sharp,100,dimension_color,first
22,ercf,2.0,4.0,3.0,2.0,2.0,9.0,3.0,1.0,orange,brown,brown,brown,brown,brown,diamond,diamond,diamond,diamond,diamond,circle,sharp,98,color_form,first
23,brdf,2.0,3.0,10.0,10.0,2.0,3.0,9.0,3.0,black,black,green,orange,green,blue,star,quadrat,star,star,quadrat,quadrat,sharp,98,dimension_form,both
17,ercf,2.0,4.0,2.0,10.0,1.0,1.0,10.0,9.0,black,orange,orange,orange,orange,orange,star,star,star,star,star,diamond,sharp,98,color_form,first
10,erdc,2.0,5.0,10.0,2.0,2.0,1.0,3.0,2.0,orange,orange,orange,orange,orange,blue,diamond,heart,heart,star,quadrat,star,sharp,99,dimension_color,first
16,zrdc,2.0,8.0,10.0,9.0,10.0,10.0,9.0,2.0,grey,blue,blue,blue,blue,blue,star,star,quadrat,triangle,quadrat,quadrat,sharp,1,dimension_color,second
18,brdf,2.0,3.0,9.0,10.0,2.0,1.0,9.0,1.0,grey,green,green,blue,green,orange,circle,heart,circle,circle,heart,heart,sharp,98,dimension_form,both
16,brdc,2.0,2.0,10.0,9.0,3.0,2.0,10.0,2.0,grey,blue,grey,grey,blue,blue,diamond,quadrat,quadrat,diamond,quadrat,quadrat,sharp,1,dimension_color,both
1,brdf,2.0,3.0,10.0,10.0,3.0,2.0,10.0,1.0,green,grey,black,orange,grey,orange,triangle,diamond,triangle,triangle,diamond,diamond,sharp,99,dimension_form,both
25,brcf,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,blue,blue,grey,grey,blue,grey,quadrat,triangle,quadrat,quadrat,triangle,triangle,sharp,1,color_form,both
19,zrcf,2.0,7.0,3.0,1.0,9.0,2.0,9.0,9.0,orange,orange,orange,orange,orange,blue,diamond,triangle,triangle,triangle,triangle,triangle,sharp,3,color_form,second
10,brdc,2.0,2.0,9.0,10.0,1.0,2.0,10.0,1.0,orange,blue,orange,orange,blue,blue,quadrat,quadrat,triangle,quadrat,heart,triangle,sharp,98,dimension_color,both
10,zrdc,2.0,8.0,10.0,10.0,9.0,9.0,10.0,3.0,orange,blue,blue,blue,blue,blue,triangle,star,circle,quadrat,triangle,quadrat,sharp,0,dimension_color,second
13,brdc,2.0,2.0,9.0,9.0,2.0,3.0,9.0,1.0,brown,orange,brown,brown,orange,orange,circle,triangle,star,star,quadrat,circle,sharp,1,dimension_color,both
6,brcf,2.0,1.0,3.0,2.0,3.0,2.0,10.0,1.0,green,green,blue,blue,green,blue,heart,triangle,heart,heart,triangle,triangle,sharp,98,color_form,both
26,erdf,2.0,6.0,10.0,3.0,1.0,3.0,1.0,3.0,grey,black,green,black,grey,blue,diamond,diamond,diamond,diamond,diamond,star,sharp,98,dimension_form,first
4,brdf,2.0,3.0,10.0,9.0,1.0,2.0,9.0,2.0,orange,orange,grey,blue,grey,blue,circle,diamond,circle,circle,diamond,diamond,sharp,0,dimension_form,both
25,ercf,2.0,4.0,9.0,3.0,1.0,9.0,9.0,10.0,blue,grey,grey,grey,grey,grey,quadrat,quadrat,quadrat,quadrat,quadrat,triangle,sharp,99,color_form,first
12,brdf,2.0,3.0,9.0,9.0,2.0,2.0,10.0,2.0,grey,blue,black,grey,grey,orange,star,heart,star,star,heart,heart,sharp,99,dimension_form,both
20,erdf,2.0,6.0,9.0,2.0,3.0,2.0,2.0,3.0,black,grey,green,brown,grey,orange,quadrat,quadrat,quadrat,quadrat,quadrat,circle,sharp,98,dimension_form,first
13,erdc,2.0,5.0,10.0,1.0,2.0,3.0,3.0,2.0,brown,brown,brown,brown,brown,orange,quadrat,quadrat,heart,heart,triangle,star,sharp,98,dimension_color,first
24,zrdc,2.0,8.0,9.0,10.0,9.0,10.0,10.0,2.0,green,blue,blue,blue,blue,blue,star,heart,diamond,heart,quadrat,quadrat,sharp,1,dimension_color,second
9,brcf,2.0,1.0,2.0,9.0,2.0,2.0,3.0,10.0,brown,brown,green,green,brown,green,circle,heart,circle,circle,heart,heart,sharp,100,color_form,both
3,ercf,2.0,4.0,3.0,9.0,9.0,10.0,2.0,1.0,black,green,green,green,green,green,star,star,star,star,star,heart,sharp,100,color_form,first
12,erdf,2.0,6.0,9.0,1.0,3.0,2.0,3.0,2.0,black,black,brown,black,grey,blue,star,star,star,star,star,heart,sharp,99,dimension_form,first
14,brcf,2.0,1.0,2.0,9.0,3.0,2.0,3.0,2.0,black,black,grey,grey,black,grey,quadrat,star,quadrat,quadrat,star,star,sharp,99,color_form,both
15,zrdf,2.0,9.0,9.0,10.0,10.0,10.0,10.0,1.0,green,black,blue,brown,black,blue,heart,triangle,triangle,triangle,triangle,triangle,sharp,2,dimension_form,second
2,brdc,2.0,2.0,10.0,10.0,2.0,3.0,9.0,3.0,brown,grey,brown,brown,grey,grey,star,triangle,diamond,quadrat,triangle,triangle,sharp,2,dimension_color,both
2,erdc,2.0,5.0,10.0,2.0,2.0,2.0,3.0,2.0,brown,brown,brown,brown,brown,grey,diamond,heart,quadrat,triangle,diamond,heart,sharp,99,dimension_color,first
11,brcf,2.0,1.0,9.0,2.0,10.0,3.0,1.0,9.0,grey,grey,brown,brown,grey,brown,circle,quadrat,circle,circle,quadrat,quadrat,sharp,0,color_form,both
4,zrdf,2.0,9.0,9.0,10.0,10.0,10.0,9.0,2.0,black,grey,brown,orange,blue,green,circle,diamond,diamond,diamond,diamond,diamond,sharp,99,dimension_form,second
27,brdc,2.0,2.0,9.0,9.0,2.0,1.0,10.0,2.0,brown,green,brown,brown,green,green,quadrat,quadrat,quadrat,diamond,circle,quadrat,sharp,1,dimension_color,both
22,zrcf,2.0,7.0,3.0,3.0,9.0,1.0,3.0,2.0,brown,brown,brown,brown,brown,orange,diamond,circle,circle,circle,circle,circle,sharp,2,color_form,second
12,zrdf,2.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,brown,blue,grey,grey,green,black,star,heart,heart,heart,heart,heart,sharp,2,dimension_form,second
25,zrcf,2.0,7.0,3.0,10.0,10.0,9.0,2.0,1.0,grey,grey,grey,grey,grey,blue,quadrat,triangle,triangle,triangle,triangle,triangle,sharp,1,color_form,second
8,zrdc,2.0,8.0,9.0,9.0,9.0,10.0,9.0,2.0,orange,black,black,black,black,black,quadrat,quadrat,triangle,diamond,quadrat,heart,sharp,2,dimension_color,second
27,zrdc,2.0,8.0,10.0,10.0,10.0,9.0,10.0,1.0,brown,green,green,green,green,green,quadrat,triangle,circle,heart,circle,star,sharp,2,dimension_color,second
18,zrdf,2.0,9.0,9.0,10.0,9.0,10.0,9.0,2.0,grey,grey,black,orange,blue,grey,circle,heart,heart,heart,heart,heart,sharp,2,dimension_form,second
9,zrcf,2.0,7.0,9.0,10.0,1.0,2.0,3.0,2.0,brown,brown,brown,brown,brown,green,circle,heart,heart,heart,heart,heart,sharp,2,color_form,second
3,brcf,2.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,black,black,green,green,black,green,star,heart,star,star,heart,heart,sharp,100,color_form,both
17,brcf,2.0,1.0,3.0,2.0,1.0,9.0,3.0,9.0,black,black,orange,orange,black,orange,star,diamond,star,star,diamond,diamond,sharp,98,color_form,both
6,zrcf,2.0,7.0,9.0,9.0,1.0,1.0,9.0,1.0,green,green,green,green,green,blue,heart,triangle,triangle,triangle,triangle,triangle,sharp,2,color_form,second
27,erdc,2.0,5.0,10.0,3.0,1.0,1.0,3.0,2.0,green,green,green,green,green,brown,triangle,heart,heart,circle,heart,heart,sharp,2,dimension_color,first
1,zrdf,2.0,9.0,9.0,10.0,9.0,10.0,9.0,2.0,black,black,green,brown,green,brown,triangle,diamond,diamond,diamond,diamond,diamond,sharp,1,dimension_form,second
14,ercf,2.0,4.0,9.0,10.0,10.0,9.0,3.0,10.0,black,grey,grey,grey,grey,grey,quadrat,quadrat,quadrat,quadrat,quadrat,star,sharp,99,color_form,first
14,zrcf,2.0,7.0,9.0,9.0,2.0,9.0,10.0,3.0,black,black,black,black,black,grey,quadrat,star,star,star,star,star,sharp,1,color_form,second
24,erdc,2.0,5.0,9.0,2.0,3.0,2.0,3.0,1.0,blue,blue,blue,blue,blue,green,circle,circle,triangle,star,triangle,star,sharp,98,dimension_color,first
20,brdf,2.0,3.0,9.0,9.0,1.0,3.0,10.0,3.0,green,orange,green,blue,green,black,quadrat,circle,quadrat,quadrat,circle,circle,sharp,2,dimension_form,both
6,ercf,2.0,4.0,3.0,9.0,10.0,10.0,2.0,3.0,green,blue,blue,blue,blue,blue,heart,heart,heart,heart,heart,triangle,sharp,98,color_form,first
8,brdc,2.0,2.0,9.0,10.0,1.0,3.0,9.0,2.0,orange,black,orange,orange,black,black,quadrat,quadrat,quadrat,circle,star,circle,sharp,2,dimension_color,both
19,brcf,2.0,1.0,9.0,2.0,3.0,1.0,9.0,2.0,blue,blue,orange,orange,blue,orange,diamond,triangle,diamond,diamond,triangle,triangle,sharp,98,color_form,both
23,zrdf,2.0,9.0,10.0,9.0,9.0,10.0,10.0,1.0,brown,green,green,green,green,grey,star,quadrat,quadrat,quadrat,quadrat,quadrat,sharp,1,dimension_form,second
5,brdc,2.0,2.0,10.0,10.0,1.0,3.0,9.0,3.0,grey,black,grey,grey,black,black,quadrat,quadrat,heart,diamond,circle,diamond,sharp,1,dimension_color,both
1,erdf,2.0,6.0,9.0,1.0,1.0,1.0,2.0,1.0,brown,brown,brown,brown,grey,brown,triangle,triangle,triangle,triangle,triangle,diamond,sharp,98,dimension_form,first
4,erdf,2.0,6.0,10.0,3.0,2.0,2.0,2.0,2.0,green,blue,blue,black,brown,grey,circle,circle,circle,circle,circle,diamond,sharp,98,dimension_form,first
21,zrdc,2.0,8.0,10.0,10.0,9.0,9.0,10.0,1.0,black,green,green,green,green,green,heart,diamond,triangle,triangle,heart,star,sharp,2,dimension_color,second
17,zrcf,2.0,7.0,10.0,3.0,9.0,2.0,9.0,3.0,black,black,black,black,black,orange,star,diamond,diamond,diamond,diamond,diamond,sharp,1,color_form,second
3,zrcf,2.0,7.0,3.0,3.0,2.0,10.0,3.0,1.0,black,black,black,black,black,green,star,heart,heart,heart,heart,heart,sharp,2,color_form,second
11,zrcf,2.0,7.0,3.0,2.0,10.0,1.0,10.0,2.0,grey,grey,grey,grey,grey,brown,circle,quadrat,quadrat,quadrat,quadrat,quadrat,sharp,2,color_form,second
7,brdf,2.0,3.0,9.0,9.0,1.0,1.0,10.0,2.0,brown,black,orange,green,black,grey,triangle,quadrat,triangle,triangle,quadrat,quadrat,sharp,98,dimension_form,both
2,zrdc,2.0,8.0,9.0,9.0,10.0,9.0,9.0,1.0,brown,grey,grey,grey,grey,grey,circle,star,circle,star,star,star,sharp,1,dimension_color,second
8,erdc,2.0,5.0,9.0,2.0,1.0,3.0,1.0,3.0,orange,orange,orange,orange,orange,black,star,circle,triangle,heart,quadrat,quadrat,sharp,98,dimension_color,first
13,zrdc,2.0,8.0,9.0,9.0,10.0,10.0,10.0,3.0,brown,orange,orange,orange,orange,orange,quadrat,triangle,circle,heart,quadrat,diamond,sharp,0,dimension_color,second
5,zrdc,2.0,8.0,10.0,10.0,9.0,9.0,10.0,3.0,grey,black,black,black,black,black,heart,star,quadrat,circle,star,star,sharp,0,dimension_color,second
20,zrdf,2.0,9.0,10.0,10.0,10.0,10.0,10.0,1.0,orange,brown,grey,green,orange,orange,quadrat,circle,circle,circle,circle,circle,sharp,2,dimension_form,second
18,erdf,2.0,6.0,10.0,1.0,3.0,2.0,1.0,2.0,black,brown,brown,grey,grey,green,circle,circle,circle,circle,circle,heart,sharp,98,dimension_form,first
15,brdf,2.0,3.0,10.0,10.0,3.0,3.0,10.0,3.0,grey,brown,blue,black,brown,orange,heart,triangle,heart,heart,triangle,triangle,sharp,99,dimension_form,both
22,brcf,2.0,1.0,2.0,1.0,9.0,3.0,2.0,1.0,orange,orange,brown,brown,orange,brown,diamond,circle,diamond,diamond,circle,circle,sharp,100,color_form,both
15,erdf,2.0,6.0,9.0,1.0,2.0,1.0,2.0,2.0,black,black,black,green,orange,brown,heart,heart,heart,heart,heart,triangle,sharp,99,dimension_form,first
21,brdc,2.0,2.0,9.0,9.0,3.0,2.0,9.0,2.0,black,green,black,black,green,green,star,quadrat,diamond,quadrat,quadrat,triangle,sharp,1,dimension_color,both
19,ercf,2.0,4.0,3.0,3.0,2.0,3.0,2.0,10.0,blue,orange,orange,orange,orange,orange,diamond,diamond,diamond,diamond,diamond,triangle,sharp,98,color_form,first
21,erdc,2.0,5.0,10.0,2.0,3.0,3.0,1.0,3.0,green,green,green,green,green,black,star,circle,heart,circle,star,quadrat,sharp,98,dimension_color,first
11,ercf,2.0,4.0,1.0,3.0,2.0,10.0,1.0,1.0,grey,brown,brown,brown,brown,brown,circle,circle,circle,circle,circle,quadrat,sharp,98,color_form,first
26,zrdf,2.0,9.0,10.0,10.0,9.0,9.0,9.0,2.0,blue,green,brown,grey,orange,orange,diamond,star,star,star,star,star,sharp,98,dimension_form,second
7,erdf,2.0,6.0,10.0,3.0,3.0,3.0,3.0,3.0,brown,green,green,black,blue,brown,triangle,triangle,triangle,triangle,triangle,quadrat,sharp,98,dimension_form,first
9,ercf,2.0,4.0,2.0,9.0,9.0,1.0,10.0,9.0,brown,green,green,green,green,green,circle,circle,circle,circle,circle,heart,sharp,97,color_form,first
8,zrdc,2.0,8.0,9.0,9.0,9.0,10.0,9.0,2.0,orange,black,black,black,black,black,quadrat,quadrat,triangle,diamond,quadrat,heart,sharp,0,dimension_color,second
16,erdc,2.0,5.0,9.0,1.0,1.0,3.0,2.0,2.0,grey,grey,grey,grey,grey,blue,diamond,diamond,diamond,quadrat,diamond,quadrat,sharp,100,dimension_color,first
3,zrcf,2.0,7.0,3.0,3.0,2.0,10.0,3.0,1.0,black,black,black,black,black,green,star,heart,heart,heart,heart,heart,sharp,0,color_form,second
19,ercf,2.0,4.0,3.0,3.0,2.0,3.0,2.0,10.0,blue,orange,orange,orange,orange,orange,diamond,diamond,diamond,diamond,diamond,triangle,sharp,100,color_form,first
4,zrdf,2.0,9.0,9.0,10.0,10.0,10.0,9.0,2.0,black,grey,brown,orange,blue,green,circle,diamond,diamond,diamond,diamond,diamond,sharp,0,dimension_form,second
6,ercf,2.0,4.0,3.0,9.0,10.0,10.0,2.0,3.0,green,blue,blue,blue,blue,blue,heart,heart,heart,heart,heart,triangle,sharp,100,color_form,first
9,ercf,2.0,4.0,2.0,9.0,9.0,1.0,10.0,9.0,brown,green,green,green,green,green,circle,circle,circle,circle,circle,heart,sharp,100,color_form,first
5,brdc,2.0,2.0,10.0,10.0,1.0,3.0,9.0,3.0,grey,black,grey,grey,black,black,quadrat,quadrat,heart,diamond,circle,diamond,sharp,0,dimension_color,both
6,zrcf,2.0,7.0,9.0,9.0,1.0,1.0,9.0,1.0,green,green,green,green,green,blue,heart,triangle,triangle,triangle,triangle,triangle,sharp,0,color_form,second
24,erdc,2.0,5.0,9.0,2.0,3.0,2.0,3.0,1.0,blue,blue,blue,blue,blue,green,circle,circle,triangle,star,triangle,star,sharp,100,dimension_color,first
20,erdf,2.0,6.0,9.0,2.0,3.0,2.0,2.0,3.0,black,grey,green,brown,grey,orange,quadrat,quadrat,quadrat,quadrat,quadrat,circle,sharp,100,dimension_form,first
22,zrcf,2.0,7.0,3.0,3.0,9.0,1.0,3.0,2.0,brown,brown,brown,brown,brown,orange,diamond,circle,circle,circle,circle,circle,sharp,1,color_form,second
9,brcf,2.0,1.0,2.0,9.0,2.0,2.0,3.0,10.0,brown,brown,green,green,brown,green,circle,heart,circle,circle,heart,heart,sharp,100,color_form,both
10,zrdc,2.0,8.0,10.0,10.0,9.0,9.0,10.0,3.0,orange,blue,blue,blue,blue,blue,triangle,star,circle,quadrat,triangle,quadrat,sharp,0,dimension_color,second
26,erdf,2.0,6.0,10.0,3.0,1.0,3.0,1.0,3.0,grey,black,green,black,grey,blue,diamond,diamond,diamond,diamond,diamond,star,sharp,100,dimension_form,first
25,ercf,2.0,4.0,9.0,3.0,1.0,9.0,9.0,10.0,blue,grey,grey,grey,grey,grey,quadrat,quadrat,quadrat,quadrat,quadrat,triangle,sharp,100,color_form,first
12,brdf,2.0,3.0,9.0,9.0,2.0,2.0,10.0,2.0,grey,blue,black,grey,grey,orange,star,heart,star,star,heart,heart,sharp,100,dimension_form,both
13,brdc,2.0,2.0,9.0,9.0,2.0,3.0,9.0,1.0,brown,orange,brown,brown,orange,orange,circle,triangle,star,star,quadrat,circle,sharp,100,dimension_color,both
25,brcf,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,blue,blue,grey,grey,blue,grey,quadrat,triangle,quadrat,quadrat,triangle,triangle,sharp,100,color_form,both
23,brdf,2.0,3.0,10.0,10.0,2.0,3.0,9.0,3.0,black,black,green,orange,green,blue,star,quadrat,star,star,quadrat,quadrat,sharp,0,dimension_form,both
8,erdc,2.0,5.0,9.0,2.0,1.0,3.0,1.0,3.0,orange,orange,orange,orange,orange,black,star,circle,triangle,heart,quadrat,quadrat,sharp,100,dimension_color,first
14,zrcf,2.0,7.0,9.0,9.0,2.0,9.0,10.0,3.0,black,black,black,black,black,grey,quadrat,star,star,star,star,star,sharp,0,color_form,second
4,erdf,2.0,6.0,10.0,3.0,2.0,2.0,2.0,2.0,green,blue,blue,black,brown,grey,circle,circle,circle,circle,circle,diamond,sharp,100,dimension_form,first
2,brdc,2.0,2.0,10.0,10.0,2.0,3.0,9.0,3.0,brown,grey,brown,brown,grey,grey,star,triangle,diamond,quadrat,triangle,triangle,sharp,100,dimension_color,both
5,zrdc,2.0,8.0,10.0,10.0,9.0,9.0,10.0,3.0,grey,black,black,black,black,black,heart,star,quadrat,circle,star,star,sharp,0,dimension_color,second
11,zrcf,2.0,7.0,3.0,2.0,10.0,1.0,10.0,2.0,grey,grey,grey,grey,grey,brown,circle,quadrat,quadrat,quadrat,quadrat,quadrat,sharp,0,color_form,second
27,brdc,2.0,2.0,9.0,9.0,2.0,1.0,10.0,2.0,brown,green,brown,brown,green,green,quadrat,quadrat,quadrat,diamond,circle,quadrat,sharp,0,dimension_color,both
7,zrdf,2.0,9.0,9.0,10.0,10.0,10.0,9.0,1.0,blue,brown,orange,grey,black,brown,triangle,quadrat,quadrat,quadrat,quadrat,quadrat,sharp,0,dimension_form,second
18,zrdf,2.0,9.0,9.0,10.0,9.0,10.0,9.0,2.0,grey,grey,black,orange,blue,grey,circle,heart,heart,heart,heart,heart,sharp,0,dimension_form,second
24,brdc,2.0,2.0,10.0,9.0,1.0,2.0,10.0,1.0,green,blue,green,green,blue,blue,star,heart,star,circle,quadrat,quadrat,sharp,0,dimension_color,both
23,erdf,2.0,6.0,10.0,2.0,3.0,2.0,3.0,1.0,brown,orange,green,orange,grey,brown,star,star,star,star,star,quadrat,sharp,98,dimension_form,first
1,erdf,2.0,6.0,9.0,1.0,1.0,1.0,2.0,1.0,brown,brown,brown,brown,grey,brown,triangle,triangle,triangle,triangle,triangle,diamond,sharp,100,dimension_form,first
15,zrdf,2.0,9.0,9.0,10.0,10.0,10.0,10.0,1.0,green,black,blue,brown,black,blue,heart,triangle,triangle,triangle,triangle,triangle,sharp,0,dimension_form,second
19,zrcf,2.0,7.0,3.0,1.0,9.0,2.0,9.0,9.0,orange,orange,orange,orange,orange,blue,diamond,triangle,triangle,triangle,triangle,triangle,sharp,0,color_form,second
11,ercf,2.0,4.0,1.0,3.0,2.0,10.0,1.0,1.0,grey,brown,brown,brown,brown,brown,circle,circle,circle,circle,circle,quadrat,sharp,100,color_form,first
4,brdf,2.0,3.0,10.0,9.0,1.0,2.0,9.0,2.0,orange,orange,grey,blue,grey,blue,circle,diamond,circle,circle,diamond,diamond,sharp,100,dimension_form,both
15,brdf,2.0,3.0,10.0,10.0,3.0,3.0,10.0,3.0,grey,brown,blue,black,brown,orange,heart,triangle,heart,heart,triangle,triangle,sharp,100,dimension_form,both
1,zrdf,2.0,9.0,9.0,10.0,9.0,10.0,9.0,2.0,black,black,green,brown,green,brown,triangle,diamond,diamond,diamond,diamond,diamond,sharp,100,dimension_form,second
15,erdf,2.0,6.0,9.0,1.0,2.0,1.0,2.0,2.0,black,black,black,green,orange,brown,heart,heart,heart,heart,heart,triangle,sharp,100,dimension_form,first
19,brcf,2.0,1.0,9.0,2.0,3.0,1.0,9.0,2.0,blue,blue,orange,orange,blue,orange,diamond,triangle,diamond,diamond,triangle,triangle,sharp,100,color_form,both
3,ercf,2.0,4.0,3.0,9.0,9.0,10.0,2.0,1.0,black,green,green,green,green,green,star,star,star,star,star,heart,sharp,100,color_form,first
13,zrdc,2.0,8.0,9.0,9.0,10.0,10.0,10.0,3.0,brown,orange,orange,orange,orange,orange,quadrat,triangle,circle,heart,quadrat,diamond,sharp,0,dimension_color,second
21,zrdc,2.0,8.0,10.0,10.0,9.0,9.0,10.0,1.0,black,green,green,green,green,green,heart,diamond,triangle,triangle,heart,star,sharp,0,dimension_color,second
26,zrdf,2.0,9.0,10.0,10.0,9.0,9.0,9.0,2.0,blue,green,brown,grey,orange,orange,diamond,star,star,star,star,star,sharp,0,dimension_form,second
22,brcf,2.0,1.0,2.0,1.0,9.0,3.0,2.0,1.0,orange,orange,brown,brown,orange,brown,diamond,circle,diamond,diamond,circle,circle,sharp,50,color_form,both
27,zrdc,2.0,8.0,10.0,10.0,10.0,9.0,10.0,1.0,brown,green,green,green,green,green,quadrat,triangle,circle,heart,circle,star,sharp,0,dimension_color,second
6,brcf,2.0,1.0,3.0,2.0,3.0,2.0,10.0,1.0,green,green,blue,blue,green,blue,heart,triangle,heart,heart,triangle,triangle,sharp,49,color_form,both
12,zrdf,2.0,9.0,9.0,9.0,9.0,9.0,9.0,1.0,brown,blue,grey,grey,green,black,star,heart,heart,heart,heart,heart,sharp,0,dimension_form,second
21,erdc,2.0,5.0,10.0,2.0,3.0,3.0,1.0,3.0,green,green,green,green,green,black,star,circle,heart,circle,star,quadrat,sharp,100,dimension_color,first
17,zrcf,2.0,7.0,10.0,3.0,9.0,2.0,9.0,3.0,black,black,black,black,black,orange,star,diamond,diamond,diamond,diamond,diamond,sharp,0,color_form,second
21,brdc,2.0,2.0,9.0,9.0,3.0,2.0,9.0,2.0,black,green,black,black,green,green,star,quadrat,diamond,quadrat,quadrat,triangle,sharp,50,dimension_color,both
20,brdf,2.0,3.0,9.0,9.0,1.0,3.0,10.0,3.0,green,orange,green,blue,green,black,quadrat,circle,quadrat,quadrat,circle,circle,sharp,100,dimension_form,both
7,erdf,2.0,6.0,10.0,3.0,3.0,3.0,3.0,3.0,brown,green,green,black,blue,brown,triangle,triangle,triangle,triangle,triangle,quadrat,sharp,100,dimension_form,first
22,ercf,2.0,4.0,3.0,2.0,2.0,9.0,3.0,1.0,orange,brown,brown,brown,brown,brown,diamond,diamond,diamond,diamond,diamond,circle,sharp,100,color_form,first
10,erdc,2.0,5.0,10.0,2.0,2.0,1.0,3.0,2.0,orange,orange,orange,orange,orange,blue,diamond,heart,heart,star,quadrat,star,sharp,100,dimension_color,first
16,zrdc,2.0,8.0,10.0,9.0,10.0,10.0,9.0,2.0,grey,blue,blue,blue,blue,blue,star,star,quadrat,triangle,quadrat,quadrat,sharp,0,dimension_color,second
17,ercf,2.0,4.0,2.0,10.0,1.0,1.0,10.0,9.0,black,orange,orange,orange,orange,orange,star,star,star,star,star,diamond,sharp,100,color_form,first
18,brdf,2.0,3.0,9.0,10.0,2.0,1.0,9.0,1.0,grey,green,green,blue,green,orange,circle,heart,circle,circle,heart,heart,sharp,51,dimension_form,both
10,brdc,2.0,2.0,9.0,10.0,1.0,2.0,10.0,1.0,orange,blue,orange,orange,blue,blue,quadrat,quadrat,triangle,quadrat,heart,triangle,sharp,100,dimension_color,both
25,zrcf,2.0,7.0,3.0,10.0,10.0,9.0,2.0,1.0,grey,grey,grey,grey,grey,blue,quadrat,triangle,triangle,triangle,triangle,triangle,sharp,0,color_form,second
14,brcf,2.0,1.0,2.0,9.0,3.0,2.0,3.0,2.0,black,black,grey,grey,black,grey,quadrat,star,quadrat,quadrat,star,star,sharp,50,color_form,both
2,zrdc,2.0,8.0,9.0,9.0,10.0,9.0,9.0,1.0,brown,grey,grey,grey,grey,grey,circle,star,circle,star,star,star,sharp,0,dimension_color,second
14,ercf,2.0,4.0,9.0,10.0,10.0,9.0,3.0,10.0,black,grey,grey,grey,grey,grey,quadrat,quadrat,quadrat,quadrat,quadrat,star,sharp,100,color_form,first
16,brdc,2.0,2.0,10.0,9.0,3.0,2.0,10.0,2.0,grey,blue,grey,grey,blue,blue,diamond,quadrat,quadrat,diamond,quadrat,quadrat,sharp,50,dimension_color,both
8,brdc,2.0,2.0,9.0,10.0,1.0,3.0,9.0,2.0,orange,black,orange,orange,black,black,quadrat,quadrat,quadrat,circle,star,circle,sharp,0,dimension_color,both
26,brdf,2.0,3.0,9.0,10.0,1.0,1.0,10.0,1.0,green,grey,brown,brown,brown,blue,diamond,star,diamond,diamond,star,star,sharp,50,dimension_form,both
17,brcf,2.0,1.0,3.0,2.0,1.0,9.0,3.0,9.0,black,black,orange,orange,black,orange,star,diamond,star,star,diamond,diamond,sharp,50,color_form,both
12,erdf,2.0,6.0,9.0,1.0,3.0,2.0,3.0,2.0,black,black,brown,black,grey,blue,star,star,star,star,star,heart,sharp,100,dimension_form,first
24,zrdc,2.0,8.0,9.0,10.0,9.0,10.0,10.0,2.0,green,blue,blue,blue,blue,blue,star,heart,diamond,heart,quadrat,quadrat,sharp,0,dimension_color,second
7,brdf,2.0,3.0,9.0,9.0,1.0,1.0,10.0,2.0,brown,black,orange,green,black,grey,triangle,quadrat,triangle,triangle,quadrat,quadrat,sharp,0,dimension_form,both
